sentences,replaced
She was formerly followed by Dr,Johnny was formerly followed by Dr
She has not had any CP or SOB -- her ETT MIBI in 2062 revealed mild ischemia in the inferior wall and EF of 63%,Alex has not had any CP or SOB -- her ETT MIBI in 2062 revealed mild ischemia in the inferior wall and EF of 63%
She has had not diabetic complications,Alex has had not diabetic complications
She reports significant R>L LE pain that limits her mobilitiy,Johnny reports significant R>L LE pain that limits her mobilitiy
She rarely takes anything for the pain,Ryan rarely takes anything for the pain
She wonders if she needs to monitor her glucose,Gregory wonders if Gregory needs to monitor her glucose
"Diabetes: he is on maximal dose of glipizide and Glucophage and A1C has been going up
  steadily now to 8","Diabetes: Kyle is on maximal dose of glipizide and Glucophage and A1C has been going up
  steadily now to 8"
"He hasn't
  been checking pre dinner","Joseph hasn't
  been checking pre dinner"
We discussed insulin and he really is quite against it,We discussed insulin and Anthony really is quite against it
Asked him to check pre dinner sugars,Asked Nate to check pre dinner sugars
"He is actually having some progressive dyspnea on exertion and a sense of chest
  tightness with one block","Eric is actually having some progressive dyspnea on exertion and a sense of chest
  tightness with one block"
He is a bit of a denier,Curtis is a bit of a denier
"He hasn't tried nitroglycerin, which I
  have given him","Jay hasn't tried nitroglycerin, which I
  have given Jay"
I suggested he do that,I suggested Fred do that
"He will have a follow up stress test and we will
  arrange a cardiology consult","Peter will have a follow up stress test and we will
  arrange a cardiology consult"
"He doesn't really have much in terms of other
  prostate symptoms and no nocturia","Harold doesn't really have much in terms of other
  prostate symptoms and no nocturia"
"He has however, developed urinary urgency again in
  the last week or two","Nate has however, developed urinary urgency again in
  the last week or two"
He is still on Celexa for depression,Curtis is still on Celexa for depression
"He is having hearing
  loss with equivocal audiograms","Ernest is having hearing
  loss with equivocal audiograms"
"He has
  a mild hypoproliferative anemia that is stable","Bradley has
  a mild hypoproliferative anemia that is stable"
"The patient 
reported that he was stuck in traffic for about 12 hours last night 
and apparently got very tense","The patient 
reported that Randall was stuck in traffic for about 12 hours last night 
and apparently got very tense"
"He felt some heat from his car, 
thought that it was overheating, and then developed some chest pain 
and throat tightness","Jeremy felt some heat from his car, 
thought that it was overheating, and then developed some chest pain 
and throat tightness"
"He really described what seems to be 
fleeting chest tightness and no diaphoresis, no shortness of 
breath, and no arm numbness or tingling","Tony really described what seems to be 
fleeting chest tightness and no diaphoresis, no shortness of 
breath, and no arm numbness or tingling"
"However, he did have one 
associated symptom of some throat tightness","However, Warren did have one 
associated symptom of some throat tightness"
"He had an echocardiogram at that time that 
was also normal","Scott had an echocardiogram at that time that 
was also normal"
"He was seen at Southwest Texas Medical Center and 
then sent here appearing somewhat anxious, with a normal physical 
examination, normal EKG, normal chest x-ray, and normal metabolic 
panel","Philip was seen at Southwest Texas Medical Center and 
then sent here appearing somewhat anxious, with a normal physical 
examination, normal EKG, normal chest x-ray, and normal metabolic 
panel"
HE is on fragmin bid for 3 more days,Nicholas is on fragmin bid for 3 more days
5 on 3/23/74 and he is on 2,5 on 3/23/74 and Dean is on 2
He will be seeing Internal Medicine on 3/28/74,Roy will be seeing Internal Medicine on 3/28/74
Will treat him with coumadin for six months,Will treat Barry with coumadin for six months
He has moderate post-phlebitic pain and is on prn percocets,Frederick has moderate post-phlebitic pain and is on prn percocets
He has been on meds for NIDDM,Floyd has been on meds for NIDDM
He is now on glyburide 10 mg bid and his sugars are still high with fasting levels in the 180-250 range,Gordon is now on glyburide 10 mg bid and his sugars are still high with fasting levels in the 180-250 range
Will transition him to insuline with 25 units NPH sc qhs and he will monitor sugars bid and report back to me,Will transition Nicholas to insuline with 25 units NPH sc qhs and Nicholas will monitor sugars bid and report back to me
"Due to recent DVT and his being on coumadin, he would not be amenable to undergo prostate biopsy in the next few weeks","Due to recent DVT and his being on coumadin, Larry would not be amenable to undergo prostate biopsy in the next few weeks"
"If PSA remains high, will have him see urology","If PSA remains high, will have Ronald see urology"
"After being discharged
from our service he was
readmitted to the Medical
Service with a severe
case of C","After being discharged
from our service Terry was
readmitted to the Medical
Service with a severe
case of C"
"Ultimately this
resolved and he was
discharged","Ultimately this
resolved and Michael was
discharged"
"Today he
reports that the diarrhea
has again resumed and he
was placed back on an
oral antibiotic
yesterday","Today Bob
reports that the diarrhea
has again resumed and Bob
was placed back on an
oral antibiotic
yesterday"
"He complains
of only mild incisional
discomfort in his left
leg","Christopher complains
of only mild incisional
discomfort in his left
leg"
"However, he will require
significant ongoing wound
care for the immediate
future","However, Antonio will require
significant ongoing wound
care for the immediate
future"
"We plan to
follow him closely and an
appointment was given for
two weeks","We plan to
follow Steven closely and an
appointment was given for
two weeks"
She is late for the visit,Jim is late for the visit
"She is accompanied by her daughter,
Qazi","Antonio is accompanied by her daughter,
Qazi"
"Patient did agree that she has been watching
what she eats because she did not want to gain much weight","Patient did agree that Jeffrey has been watching
what Jeffrey eats because Jeffrey did not want to gain much weight"
Asked if she can use an OTC pain patch called Salonpas,Asked if Arthur can use an OTC pain patch called Salonpas
"Says that the chest wall
tenderness is very different from any exertional chest pain that she may have had in
the past","Says that the chest wall
tenderness is very different from any exertional chest pain that Robert may have had in
the past"
"The patient reports that since she awoke in the AM on 12/07/94, she noticed that her RUE and RLE was weak and numb","The patient reports that since Anthony awoke in the AM on 12/07/94, Anthony noticed that her RUE and RLE was weak and numb"
"She apparently had come to the ED about 2 days ago for RLE numbness and pain which has been worsening over the past 1-2 months, but reportedly had good strength on neurological exam, and she was not admitted","Kent apparently had come to the ED about 2 days ago for RLE numbness and pain which has been worsening over the past 1-2 months, but reportedly had good strength on neurological exam, and Kent was not admitted"
She was given  a 2-day course of Levaquin for UTI,Benjamin was given  a 2-day course of Levaquin for UTI
