sentences,replaced
9/29/2094 she was readmitted for elective RCA PCI,9/29/2094 Aigerim was readmitted for elective RCA PCI
"Given previous stents, she was transferred urgently to CVH for cath","Given previous stents, Ieke was transferred urgently to CVH for cath"
she would be best served with CABG if she has restenosis,Andeng would be best served with CABG if Andeng has restenosis
He also c/o bilateral intermittent claudication of calf and thighs with claudication distance of one block,Asse also c/o bilateral intermittent claudication of calf and thighs with claudication distance of one block
He denies any trauma or ulceration,Bonglim denies any trauma or ulceration
"He has not been 
feeling well","Gabry has not been 
feeling well"
He has not slept for several days,Zekoslav has not slept for several days
"He has had a flutter 
sensation in his chest occasionally","Josue Alfredo has had a flutter 
sensation in his chest occasionally"
"He has been short of breath with 
some exertion","Kalnelis has been short of breath with 
some exertion"
He has had no chest discomfort,Koatas has had no chest discomfort
"He has had tingling 
sensations","Spades has had tingling 
sensations"
He also feels not himself when he lays down,Apartma also feels not himself when Apartma lays down
"When he sits 
up, he feels better","When Bilong sits 
up, Bilong feels better"
He says his head feels full and dizzy,Ajshene says his head feels full and dizzy
"He does 
not feel the room spin around or feel himself spin around","Bukurie does 
not feel the room spin around or feel himself spin around"
"He has been 
flying every other day","Nithaala has been 
flying every other day"
He has had no chest pain or edema,Txetxo has had no chest pain or edema
"His ankle 
also is still quite a problem and bothersome and he is having some hip 
discomfort related to favoring the right ankle","His ankle 
also is still quite a problem and bothersome and Wezi is having some hip 
discomfort related to favoring the right ankle"
"Prescription is given to him today with 
     instructions to take 1 at evening meal and to have blood tested 
     again in 6 weeks","Prescription is given to Hiam today with 
     instructions to take 1 at evening meal and to have blood tested 
     again in 6 weeks"
"He is told 
     to hold off taking the medication until he hears from me about his 
     blood test","Pittlux is told 
     to hold off taking the medication until Pittlux hears from me about his 
     blood test"
He brings in his blood sugar values with him today,Mgl brings in his blood sugar values with Mgl today
"He is currently on a somewhat odd regime of 6 
units of insulin regular twice a day, with a large 24 units of insulin 
at night, and 14 units insulin in the morning","Lopes Gomes is currently on a somewhat odd regime of 6 
units of insulin regular twice a day, with a large 24 units of insulin 
at night, and 14 units insulin in the morning"
"He has not had any 
further hypoglycemic attacks, is having no nocturnal awakening, and 
seems to be sticking more to the diet","Naoaki has not had any 
further hypoglycemic attacks, is having no nocturnal awakening, and 
seems to be sticking more to the diet"
"He has however gained some 
weight, which is a little disconcerting","Amirah has however gained some 
weight, which is a little disconcerting"
"He does attend a podiatrist 
and is doing well from that perspective","Kodl does attend a podiatrist 
and is doing well from that perspective"
"He is to return to the 
ophthalmologist for further diabetic screening later on in the year","Yilder is to return to the 
ophthalmologist for further diabetic screening later on in the year"
"He 
missed his last nutrition appointment and is not interested in further 
follow-up with nutrition at this time","Mirivaenalea 
missed his last nutrition appointment and is not interested in further 
follow-up with nutrition at this time"
"He is on atorvastatin 20 mg for hyperglyceridemia, 
atenolol 25 mg, and aspirin","Tohirjon is on atorvastatin 20 mg for hyperglyceridemia, 
atenolol 25 mg, and aspirin"
"Further question regarding his stroke back 
in 2061 shows that this presents with confusional episode with 
unsteadiness, resolving after approximately 36 hours, and he was found 
to have a hole in his heart at that time","Further question regarding his stroke back 
in 2061 shows that this presents with confusional episode with 
unsteadiness, resolving after approximately 36 hours, and Maria Romana was found 
to have a hole in his heart at that time"
"He was eventually stopped off 
Coumadin in 2063, but had a recurrent episode at that time and he was 
put on Coumadin for life at that point","Ema Paula was eventually stopped off 
Coumadin in 2063, but had a recurrent episode at that time and Ema Paula was 
put on Coumadin for life at that point"
"He had an aborted myocardial 
infarction in 2067","Shaikut had an aborted myocardial 
infarction in 2067"
"He has had no chest pain in the interim, has good 
exercise tolerance with walking, although, he can only run about 50 
yards before getting very short of breath","Tomtep has had no chest pain in the interim, has good 
exercise tolerance with walking, although, Tomtep can only run about 50 
yards before getting very short of breath"
He has no orthopnea or PND,Claudia Lucrecia has no orthopnea or PND
He has no chest pain or use of sublingual nitro,Ching Hin has no chest pain or use of sublingual nitro
"He 
has agreed to proceed with colonoscopy, and I have instructed him stop 
his Coumadin and aspirin five days before the test and to have an INR 
checked on the day prior to the test","Mhlengie 
has agreed to proceed with colonoscopy, and I have instructed Mhlengie stop 
his Coumadin and aspirin five days before the test and to have an INR 
checked on the day prior to the test"
"He will restart the Coumadin after the colonoscopy at his 
standard dose and titrate up slowly","Yonal will restart the Coumadin after the colonoscopy at his 
standard dose and titrate up slowly"
"He is tachycardic 
at 98 beats per minute","Philisiwe is tachycardic 
at 98 beats per minute"
"He can discuss any 
management issues regarding his insulin doses or others anytime","Wiekie can discuss any 
management issues regarding his insulin doses or others anytime"
He is starting to improve his self-care of dm and last a1c was 8,Jbali is starting to improve his self-care of dm and last a1c was 8
"He is a 72-year-old man with CAD S/P diagnostic cath one week ago at SCMHC, found to have a moderately tight lesion in the LAD without significant disease in the left circumflex or RCA","Haareessaa is a 72-year-old man with CAD S/P diagnostic cath one week ago at SCMHC, found to have a moderately tight lesion in the LAD without significant disease in the left circumflex or RCA"
"Because of the recent onset of angina and a stress test showing anterior ischemia, he was brought to ECI, where Dr","Because of the recent onset of angina and a stress test showing anterior ischemia, Muji was brought to ECI, where Dr"
